Meta data
Physical channel, Start Time, Sample Interval, Sample Count
Channel 0 (PXI1Slot5/0), 0.0336875851235834, 0.00000015, 6668
Channel 1 (PXI1Slot5/1), 0.0336875851235834, 0.00000015, 6668

Data
Channel 0 (PXI1Slot5/0), Channel 1 (PXI1Slot5/1)
1.47106659162091, -1.47499834024347
1.4744630723726, -1.4811263831798
1.47582166467328, -1.48180727683939
1.47853884927463, -1.48044548952021
1.47582166467328, -1.47840280854143
1.47650096082361, -1.48384995781817
1.48125603387598, -1.47840280854143
1.48125603387598, -1.48248817049898
1.47378377622226, -1.48521174513735
1.48057673772564, -1.48589263879694
1.48329392232699, -1.48248817049898
1.48125603387598, -1.48657353245653
1.48397321847733, -1.48793531977572
1.48465251462767, -1.48725442611612
1.48261462617666, -1.48793531977572
1.48329392232699, -1.48316906415857
1.48940758768003, -1.48589263879694
1.48601110692834, -1.49065889441408
1.48601110692834, -1.48453085147776
1.48533181077801, -1.49133978807367
1.4887282915297, -1.48793531977572
1.48804899537936, -1.48997800075449
1.49008688383037, -1.49133978807367
1.4887282915297, -1.49746783101
1.49212477228139, -1.49133978807367
1.48736969922902, -1.49746783101
1.49280406843172, -1.48997800075449
1.4887282915297, -1.49814872466959
1.49280406843172, -1.49474425637163
1.49144547613105, -1.49474425637163
1.49280406843172, -1.49610604369082
1.4941626607324, -1.49882961832918
1.49552125303308, -1.49610604369082
1.49212477228139, -1.49746783101
1.49823843763443, -1.49678693735041
1.49348336458206, -1.49814872466959
1.49280406843172, -1.49814872466959
1.49620054918341, -1.49882961832918
1.49823843763443, -1.50291498028673
1.49620054918341, -1.49951051198877
1.50299351068679, -1.50223408662714
1.49212477228139, -1.49814872466959
1.50231421453645, -1.50359587394632
1.49484195688274, -1.50427676760592
1.50163491838612, -1.50155319296755
1.49620054918341, -1.50495766126551
1.50231421453645, -1.5056385549251
1.50095562223578, -1.50155319296755
1.50367280683713, -1.50359587394632
1.50095562223578, -1.50155319296755
1.50299351068679, -1.50155319296755
1.50095562223578, -1.50631944858469
1.49755914148409, -1.5056385549251
1.50503139913781, -1.51040481054224
1.50095562223578, -1.50495766126551
1.50163491838612, -1.50359587394632
1.49755914148409, -1.5056385549251
1.50706928758882, -1.50223408662714
1.50163491838612, -1.50700034224428
1.50435210298747, -1.50768123590387
1.5084278798895, -1.50836212956347
1.50435210298747, -1.50631944858469
1.50299351068679, -1.50631944858469
1.50299351068679, -1.50904302322306
1.50571069528814, -1.50836212956347
1.50299351068679, -1.51176659786142
1.50706928758882, -1.50904302322306
1.50435210298747, -1.50904302322306
1.50774858373916, -1.51176659786142
1.50503139913781, -1.51244749152102
1.50571069528814, -1.51449017249979
1.51046576834051, -1.51244749152102
1.50299351068679, -1.5138092788402
1.50774858373916, -1.51108570420183
1.50706928758882, -1.50700034224428
1.51046576834051, -1.51040481054224
1.51046576834051, -1.51040481054224
1.50571069528814, -1.50768123590387
1.50435210298747, -1.5138092788402
1.50774858373916, -1.50972391688265
1.50774858373916, -1.51244749152102
1.5084278798895, -1.51108570420183
1.50571069528814, -1.51176659786142
1.5084278798895, -1.51040481054224
1.50638999143848, -1.51040481054224
1.50774858373916, -1.51040481054224
1.5084278798895, -1.51244749152102
1.5084278798895, -1.51040481054224
1.50774858373916, -1.51108570420183
1.50706928758882, -1.51040481054224
1.50299351068679, -1.51108570420183
1.50638999143848, -1.5138092788402
1.50706928758882, -1.51176659786142
1.50978647219017, -1.50972391688265
1.5084278798895, -1.50836212956347
1.5084278798895, -1.51517106615938
1.50706928758882, -1.51244749152102
1.50774858373916, -1.5138092788402
1.5084278798895, -1.51244749152102
1.50367280683713, -1.51312838518061
1.50910717603983, -1.5138092788402
1.50435210298747, -1.50904302322306
1.50571069528814, -1.50972391688265
1.50299351068679, -1.50631944858469
1.50706928758882, -1.50700034224428
1.50571069528814, -1.50836212956347
1.50706928758882, -1.50904302322306
1.50638999143848, -1.50836212956347
1.50638999143848, -1.50836212956347
1.50706928758882, -1.50904302322306
1.50367280683713, -1.50972391688265
1.50910717603983, -1.50972391688265
1.50367280683713, -1.50768123590387
1.50367280683713, -1.50700034224428
1.50503139913781, -1.51108570420183
1.50367280683713, -1.50495766126551
1.50503139913781, -1.50631944858469
1.50367280683713, -1.50768123590387
1.50571069528814, -1.51040481054224
1.50503139913781, -1.50700034224428
1.50503139913781, -1.5056385549251
1.50503139913781, -1.51244749152102
1.50503139913781, -1.50768123590387
1.50503139913781, -1.50972391688265
1.50367280683713, -1.5056385549251
1.50027632608544, -1.50768123590387
1.50095562223578, -1.50223408662714
1.50503139913781, -1.50427676760592
1.50095562223578, -1.50904302322306
1.50163491838612, -1.50495766126551
1.50095562223578, -1.50427676760592
1.50163491838612, -1.50155319296755
1.50231421453645, -1.50291498028673
1.4995970299351, -1.50291498028673
1.49687984533375, -1.50631944858469
1.4995970299351, -1.5056385549251
1.50367280683713, -1.50495766126551
1.50299351068679, -1.50223408662714
1.49687984533375, -1.50155319296755
1.49687984533375, -1.50427676760592
