Meta data
Physical channel, Start Time, Sample Interval, Sample Count
Channel 0 (PXI1Slot5/0), 0.0336875128555422, 0.00000015, 6668
Channel 1 (PXI1Slot5/1), 0.0336875128555422, 0.00000015, 6668

Data
Channel 0 (PXI1Slot5/0), Channel 1 (PXI1Slot5/1)
1.85486891656183, -1.13659419142641
1.85690680501284, -1.13931776606478
1.85826539731352, -1.14136044704355
1.8562275088625, -1.13999865972437
1.85758610116318, -1.14340312802233
1.85826539731352, -1.14748848997988
1.85894469346385, -1.14204134070314
1.86302047036588, -1.14272223436274
1.86369976651622, -1.14612670266069
1.86437906266656, -1.1454458090011
1.86641695111757, -1.14748848997988
1.86709624726791, -1.14748848997988
1.86709624726791, -1.14748848997988
1.86437906266656, -1.14680759632029
1.8650583588169, -1.14885027729906
1.86981343186926, -1.14476491534151
1.87117202416994, -1.14680759632029
1.86709624726791, -1.14748848997988
1.8650583588169, -1.14885027729906
1.8704927280196, -1.14680759632029
1.87185132032027, -1.15225474559702
1.87320991262095, -1.14680759632029
1.87524780107196, -1.15225474559702
1.87524780107196, -1.15089295827784
1.87253061647061, -1.15021206461824
1.8759270972223, -1.14953117095865
1.87660639337264, -1.15157385193743
1.87728568952298, -1.1536165329162
1.87864428182365, -1.15429742657579
1.88000287412433, -1.15089295827784
1.87864428182365, -1.15225474559702
1.88204076257534, -1.15497832023539
1.87932357797399, -1.1536165329162
1.88068217027467, -1.15293563925661
1.88068217027467, -1.15497832023539
1.88068217027467, -1.15293563925661
1.88747513177805, -1.15634010755457
1.88000287412433, -1.15702100121416
1.88611653947737, -1.15565921389498
1.88407865102636, -1.15225474559702
1.88407865102636, -1.16110636317171
1.88679583562771, -1.15429742657579
1.88543724332703, -1.15770189487375
1.88611653947737, -1.15838278853334
1.88747513177805, -1.15702100121416
1.88883372407872, -1.16110636317171
1.88475794717669, -1.15974457585253
1.88747513177805, -1.15497832023539
1.89087161252974, -1.15906368219294
1.88883372407872, -1.16246815049089
1.89358879713109, -1.15565921389498
1.89087161252974, -1.15906368219294
1.89155090868007, -1.15974457585253
1.89290950098075, -1.15702100121416
1.89290950098075, -1.15974457585253
1.89155090868007, -1.16042546951212
1.89358879713109, -1.15770189487375
1.89358879713109, -1.15770189487375
1.89630598173244, -1.15838278853334
1.89698527788278, -1.15838278853334
1.8956266855821, -1.1617872568313
1.89630598173244, -1.15634010755457
1.89494738943176, -1.16042546951212
1.8956266855821, -1.15770189487375
1.89698527788278, -1.16382993781008
1.8956266855821, -1.15565921389498
1.89834387018345, -1.16042546951212
1.89698527788278, -1.15906368219294
1.89630598173244, -1.16042546951212
1.89970246248413, -1.15974457585253
1.89698527788278, -1.16246815049089
1.89494738943176, -1.16587261878885
1.89766457403312, -1.16042546951212
1.89902316633379, -1.16110636317171
1.89698527788278, -1.15906368219294
1.89970246248413, -1.16246815049089
1.90038175863447, -1.15906368219294
1.89834387018345, -1.16110636317171
1.89970246248413, -1.16246815049089
1.89766457403312, -1.15838278853334
1.90174035093514, -1.15906368219294
1.89630598173244, -1.16110636317171
1.89630598173244, -1.15838278853334
1.89902316633379, -1.16246815049089
1.89970246248413, -1.15770189487375
1.89630598173244, -1.16110636317171
1.90174035093514, -1.1617872568313
1.89698527788278, -1.16246815049089
1.89766457403312, -1.16042546951212
1.89834387018345, -1.15770189487375
1.89834387018345, -1.16451083146967
1.89834387018345, -1.1617872568313
1.89970246248413, -1.16110636317171
1.90174035093514, -1.16110636317171
1.89766457403312, -1.15906368219294
1.89766457403312, -1.16246815049089
1.9010610547848, -1.16042546951212
1.89766457403312, -1.16246815049089
1.89358879713109, -1.15770189487375
1.89698527788278, -1.15974457585253
1.89698527788278, -1.16314904415049
1.89834387018345, -1.16042546951212
1.89426809328143, -1.16110636317171
1.89698527788278, -1.15634010755457
1.90038175863447, -1.16110636317171
1.90038175863447, -1.15702100121416
1.89902316633379, -1.16042546951212
1.89358879713109, -1.16110636317171
1.89766457403312, -1.16042546951212
1.89766457403312, -1.1536165329162
1.8956266855821, -1.15634010755457
1.8956266855821, -1.15770189487375
1.89494738943176, -1.15702100121416
1.8956266855821, -1.15906368219294
1.89358879713109, -1.15497832023539
1.89902316633379, -1.15770189487375
1.9010610547848, -1.15565921389498
1.89766457403312, -1.15497832023539
1.89698527788278, -1.15634010755457
1.89630598173244, -1.15565921389498
1.89087161252974, -1.1536165329162
1.89087161252974, -1.15770189487375
1.89358879713109, -1.15634010755457
1.89358879713109, -1.15702100121416
1.89290950098075, -1.1536165329162
1.89698527788278, -1.15497832023539
1.89223020483041, -1.1536165329162
1.88951302022906, -1.1536165329162
1.89223020483041, -1.15497832023539
1.88611653947737, -1.15157385193743
1.88815442792838, -1.14953117095865
1.89358879713109, -1.15157385193743
1.88883372407872, -1.14885027729906
1.89087161252974, -1.15021206461824
1.8901923163794, -1.14953117095865
1.88747513177805, -1.14953117095865
1.88272005872568, -1.15157385193743
1.88679583562771, -1.15089295827784
