Meta data
Physical channel, Start Time, Sample Interval, Sample Count
Channel 0 (PXI1Slot5/0), -0.90802032, 0.00001408, 100000
Channel 1 (PXI1Slot5/1), -0.90802032, 0.00001408, 100000

Data
Channel 0 (PXI1Slot5/0), Channel 1 (PXI1Slot5/1)
-0.15333101092728, 0.71344672895366
-0.151386760994859, 0.711804546135046
-0.152220010965897, 0.712351940407917
-0.15333101092728, 0.712899334680789
-0.152775510946588, 0.71153084899861
-0.151942260975551, 0.712899334680789
-0.152497760956243, 0.710709757589303
-0.153886510907972, 0.709341271907125
-0.15333101092728, 0.71153084899861
-0.152775510946588, 0.710436060452868
-0.152775510946588, 0.712351940407917
-0.154164260898318, 0.716457397454452
-0.153053260936934, 0.711257151862175
-0.151942260975551, 0.710709757589303
-0.153053260936934, 0.711257151862175
-0.152220010965897, 0.711804546135046
-0.152220010965897, 0.71344672895366
-0.152775510946588, 0.711257151862175
-0.15333101092728, 0.713720426090096
-0.15333101092728, 0.710162363316432
-0.153608760917626, 0.712351940407917
-0.151942260975551, 0.712899334680789
-0.152497760956243, 0.711804546135046
-0.151942260975551, 0.711257151862175
-0.152497760956243, 0.710162363316432
-0.153053260936934, 0.710983454725739
-0.152497760956243, 0.712351940407917
-0.152775510946588, 0.713173031817224
-0.150831261014167, 0.712899334680789
-0.152775510946588, 0.712351940407917
-0.152220010965897, 0.714815214635838
-0.148053761110708, 0.709067574770689
-0.151942260975551, 0.713994123226531
-0.151664510985205, 0.712078243271482
-0.15333101092728, 0.710162363316432
-0.152775510946588, 0.710983454725739
-0.155275260859702, 0.710983454725739
-0.152775510946588, 0.713173031817224
-0.151109011004513, 0.711804546135046
-0.151942260975551, 0.709341271907125
-0.153608760917626, 0.71153084899861
-0.153053260936934, 0.713173031817224
-0.153053260936934, 0.709341271907125
-0.153886510907972, 0.713720426090096
-0.151109011004513, 0.711257151862175
-0.152220010965897, 0.710436060452868
-0.153608760917626, 0.711804546135046
-0.151942260975551, 0.712899334680789
-0.152220010965897, 0.711257151862175
-0.153886510907972, 0.712625637544353
-0.152497760956243, 0.713720426090096
-0.15333101092728, 0.709888666179996
-0.15333101092728, 0.71153084899861
-0.15333101092728, 0.709614969043561
-0.151386760994859, 0.711257151862175
-0.153608760917626, 0.71153084899861
-0.152220010965897, 0.712078243271482
-0.153053260936934, 0.712625637544353
-0.15471976087901, 0.712078243271482
-0.15333101092728, 0.712625637544353
-0.151386760994859, 0.713720426090096
-0.153608760917626, 0.713720426090096
-0.15333101092728, 0.712899334680789
-0.152220010965897, 0.712351940407917
-0.153608760917626, 0.71153084899861
-0.153053260936934, 0.710436060452868
-0.152220010965897, 0.710436060452868
-0.15333101092728, 0.711257151862175
-0.151386760994859, 0.712351940407917
-0.152220010965897, 0.713173031817224
-0.151109011004513, 0.71153084899861
-0.149998011043129, 0.712351940407917
-0.152775510946588, 0.711257151862175
-0.152220010965897, 0.714815214635838
-0.152220010965897, 0.71153084899861
-0.153053260936934, 0.711804546135046
-0.153886510907972, 0.713994123226531
-0.151386760994859, 0.712625637544353
-0.151664510985205, 0.712625637544353
-0.153608760917626, 0.71153084899861
-0.15471976087901, 0.711804546135046
-0.151386760994859, 0.710162363316432
-0.152775510946588, 0.709888666179996
-0.151942260975551, 0.711257151862175
-0.151386760994859, 0.710436060452868
-0.152497760956243, 0.710709757589303
-0.15333101092728, 0.712625637544353
-0.152497760956243, 0.713720426090096
-0.153053260936934, 0.71153084899861
-0.152497760956243, 0.710983454725739
-0.152220010965897, 0.709888666179996
-0.151386760994859, 0.711804546135046
-0.151109011004513, 0.709067574770689
-0.152220010965897, 0.711257151862175
-0.152220010965897, 0.710983454725739
-0.152775510946588, 0.712351940407917
-0.151109011004513, 0.713994123226531
-0.152220010965897, 0.710709757589303
-0.149998011043129, 0.710983454725739
-0.151386760994859, 0.71153084899861
-0.150831261014167, 0.710709757589303
-0.150275761033475, 0.71153084899861
-0.152775510946588, 0.711257151862175
-0.151109011004513, 0.712078243271482
-0.151386760994859, 0.711257151862175
-0.152220010965897, 0.712351940407917
-0.152220010965897, 0.712899334680789
-0.153053260936934, 0.713173031817224
-0.152220010965897, 0.709614969043561
-0.152220010965897, 0.712351940407917
-0.151109011004513, 0.709614969043561
-0.152220010965897, 0.712078243271482
-0.153608760917626, 0.712351940407917
-0.151664510985205, 0.711804546135046
-0.151109011004513, 0.712625637544353
-0.151386760994859, 0.709067574770689
-0.152220010965897, 0.71153084899861
-0.153053260936934, 0.710983454725739
-0.152497760956243, 0.709888666179996
-0.152775510946588, 0.712351940407917
-0.151109011004513, 0.710983454725739
-0.152220010965897, 0.712351940407917
-0.152775510946588, 0.713173031817224
-0.151942260975551, 0.712625637544353
-0.151664510985205, 0.711257151862175
-0.154442010888664, 0.713173031817224
-0.152497760956243, 0.710162363316432
-0.153608760917626, 0.711804546135046
-0.152220010965897, 0.711257151862175
-0.151109011004513, 0.711257151862175
-0.150553511023821, 0.712078243271482
-0.152775510946588, 0.713173031817224
-0.152497760956243, 0.711257151862175
-0.150831261014167, 0.713720426090096
-0.153886510907972, 0.71153084899861
-0.15333101092728, 0.71344672895366
-0.151664510985205, 0.711257151862175
-0.152497760956243, 0.712351940407917
-0.154442010888664, 0.71153084899861
-0.154164260898318, 0.711257151862175
-0.155275260859702, 0.711804546135046
-0.151942260975551, 0.71153084899861
-0.151942260975551, 0.710162363316432
-0.152497760956243, 0.71344672895366
-0.152775510946588, 0.712078243271482
-0.152775510946588, 0.711257151862175
-0.15333101092728, 0.712078243271482
-0.153608760917626, 0.712899334680789
-0.152497760956243, 0.712899334680789
-0.153608760917626, 0.712625637544353
-0.152497760956243, 0.711257151862175
-0.150553511023821, 0.712078243271482
-0.153886510907972, 0.71153084899861
-0.150831261014167, 0.710709757589303
