	Meta data			
	Physical channel	 Start Time	 Sample Interval	 Sample Count
	Channel 0 (PXI1Slot5/0)	-0.48993584	0.00000704	100000
	Channel 1 (PXI1Slot5/1)	-0.48993584	0.00000704	100000
				
	Data			
Time	Channel 0 (PXI1Slot5/0)	 Channel 1 (PXI1Slot5/1)		
0.09260416	-0.074450014	0.848926811		
0.0926112	-0.072783514	0.844547657		
0.09261824	-0.072505764	0.845642446		
0.09262528	-0.072505764	0.846463537		
0.09263232	-0.071394764	0.847010932		
0.09263936	-0.073339014	0.845095052		
0.0926464	-0.072783514	0.846463537		
0.09265344	-0.073061264	0.847284629		
0.09266048	-0.076949764	0.849747903		
0.09266752	-0.072783514	0.847010932		
0.09267456	-0.071672514	0.845916143		
0.0926816	-0.071672514	0.847010932		
0.09268864	-0.073061264	0.846737234		
0.09269568	-0.073339014	0.845916143		
0.09270272	-0.071394764	0.844821354		
0.09270976	-0.073339014	0.845916143		
0.0927168	-0.073616764	0.845642446		
0.09272384	-0.073616764	0.845368749		
0.09273088	-0.072783514	0.846737234		
0.09273792	-0.072505764	0.84427396		
0.09274496	-0.073616764	0.84618984		
0.092752	-0.073061264	0.846463537		
0.09275904	-0.073061264	0.844547657		
0.09276608	-0.073616764	0.84618984		
0.09277312	-0.074727764	0.846463537		
0.09278016	-0.073061264	0.846463537		
0.0927872	-0.070006014	0.845095052		
0.09279424	-0.071672514	0.845642446		
0.09280128	-0.073339014	0.846463537		
0.09280832	-0.071950264	0.846463537		
0.09281536	-0.073061264	0.846463537		
0.0928224	-0.076949764	0.852484874		
0.09282944	-0.073339014	0.845095052		
0.09283648	-0.073616764	0.84810572		
0.09284352	-0.073061264	0.847558326		
0.09285056	-0.072505764	0.844821354		
0.0928576	-0.074727764	0.844547657		
0.09286464	-0.074727764	0.84618984		
0.09287168	-0.073616764	0.845095052		
0.09287872	-0.074450014	0.847832023		
0.09288576	-0.073339014	0.846463537		
0.0928928	-0.074450014	0.845916143		
0.09289984	-0.074172264	0.845642446		
0.09290688	-0.073894514	0.847558326		
0.09291392	-0.073616764	0.847010932		
0.09292096	-0.077505264	0.850568994		
0.092928	-0.073616764	0.845368749		
0.09293504	-0.072783514	0.844000263		
0.09294208	-0.073061264	0.846737234		
0.09294912	-0.073894514	0.844000263		
0.09295616	-0.072228014	0.844821354		
0.0929632	-0.074172264	0.847284629		
0.09297024	-0.074450014	0.846463537		
0.09297728	-0.074727764	0.847010932		
0.09298432	-0.072505764	0.84810572		
0.09299136	-0.072783514	0.843726566		
0.0929984	-0.074172264	0.845642446		
0.09300544	-0.072505764	0.845642446		
0.09301248	-0.073339014	0.845642446		
0.09301952	-0.074172264	0.845368749		
0.09302656	-0.074172264	0.847010932		
0.0930336	-0.072505764	0.84810572		
0.09304064	-0.072228014	0.846463537		
0.09304768	-0.074172264	0.84810572		
0.09305472	-0.077227514	0.849474206		
0.09306176	-0.075283264	0.847284629		
0.0930688	-0.073061264	0.846737234		
0.09307584	-0.075283264	0.845642446		
0.09308288	-0.074450014	0.847832023		
0.09308992	-0.074450014	0.845095052		
0.09309696	-0.071117014	0.841810686		
0.093104	-0.075561014	0.84618984		
0.09311104	-0.073339014	0.845368749		
0.09311808	-0.074172264	0.847284629		
0.09312512	-0.071950264	0.845095052		
0.09313216	-0.074450014	0.847284629		
0.0931392	-0.074172264	0.845368749		
0.09314624	-0.073616764	0.846463537		
0.09315328	-0.072228014	0.846737234		
0.09316032	-0.073616764	0.847558326		
0.09316736	-0.075283264	0.84427396		
0.0931744	-0.073339014	0.848653114		
0.09318144	-0.074727764	0.846737234		
0.09318848	-0.074450014	0.847010932		
0.09319552	-0.074727764	0.84618984		
0.09320256	-0.074450014	0.845095052		
0.0932096	-0.075283264	0.846737234		
0.09321664	-0.074727764	0.845642446		
0.09322368	-0.075283264	0.84810572		
0.09323072	-0.073894514	0.845368749		
0.09323776	-0.073894514	0.848379417		
0.0932448	-0.074727764	0.845642446		
0.09325184	-0.075561014	0.844547657		
0.09325888	-0.071394764	0.843452869		
0.09326592	-0.074727764	0.846463537		
0.09327296	-0.074172264	0.846463537		
0.09328	-0.073061264	0.846737234		
0.09328704	-0.074450014	0.845368749		
0.09329408	-0.075005514	0.845916143		
0.09330112	-0.074727764	0.847010932		
0.09330816	-0.075005514	0.845642446		
0.0933152	-0.073339014	0.846737234		
0.09332224	-0.072228014	0.845095052		
0.09332928	-0.073339014	0.845095052		
0.09333632	-0.073616764	0.844547657		
0.09334336	-0.074450014	0.844821354		
0.0933504	-0.074172264	0.845095052		
0.09335744	-0.074172264	0.844000263		
0.09336448	-0.075283264	0.84427396		
0.09337152	-0.075838764	0.844821354		
0.09337856	-0.073894514	0.844547657		
0.0933856	-0.072783514	0.84427396		
0.09339264	-0.074172264	0.844547657		
0.09339968	-0.072505764	0.840989595		
0.09340672	-0.074450014	0.843179172		
0.09341376	-0.073894514	0.842905474		
0.0934208	-0.075283264	0.842905474		
0.09342784	-0.074727764	0.843179172		
0.09343488	-0.073061264	0.844000263		
0.09344192	-0.074172264	0.844547657		
0.09344896	-0.073616764	0.84427396		
0.093456	-0.074727764	0.846463537		
0.09346304	-0.075005514	0.843726566		
0.09347008	-0.073616764	0.84427396		
0.09347712	-0.074727764	0.844000263		
0.09348416	-0.074727764	0.84235808		
0.0934912	-0.073616764	0.844000263		
0.09349824	-0.074727764	0.845095052		
0.09350528	-0.073061264	0.842905474		
0.09351232	-0.075561014	0.843726566		
0.09351936	-0.073616764	0.843179172		
0.0935264	-0.072783514	0.845095052		
0.09353344	-0.078060764	0.849747903		
0.09354048	-0.075283264	0.844000263		
0.09354752	-0.074172264	0.842905474		
0.09355456	-0.075005514	0.843726566		
0.0935616	-0.073339014	0.84427396		
0.09356864	-0.073339014	0.843726566		
0.09357568	-0.073894514	0.842905474		
0.09358272	-0.075561014	0.843179172		
0.09358976	-0.074727764	0.843179172		
0.0935968	-0.073894514	0.84427396		
0.09360384	-0.073616764	0.843452869		
0.09361088	-0.074727764	0.843726566		
0.09361792	-0.074727764	0.843179172		
0.09362496	-0.075283264	0.841263292		
0.093632	-0.073339014	0.845095052		
0.09363904	-0.073894514	0.845916143		
0.09364608	-0.074450014	0.843726566		
0.09365312	-0.074450014	0.843179172		
0.09366016	-0.074727764	0.842084383		
0.0936672	-0.073616764	0.84427396		
0.09367424	-0.073339014	0.842905474		
0.09368128	-0.075283264	0.843452869		
0.09368832	-0.073894514	0.84618984		
0.09369536	-0.076672014	0.848379417		
0.0937024	-0.075561014	0.843179172		
0.09370944	-0.075561014	0.842084383		
0.09371648	-0.074727764	0.842905474		
0.09372352	-0.074727764	0.843179172		
0.09373056	-0.074450014	0.843179172		
0.0937376	-0.073339014	0.842905474		
0.09374464	-0.072783514	0.84427396		
0.09375168	-0.073616764	0.84235808		
0.09375872	-0.076394264	0.84235808		
0.09376576	-0.073894514	0.843726566		
0.0937728	-0.073061264	0.843452869		
0.09377984	-0.074172264	0.843726566		
0.09378688	-0.074727764	0.844000263		
0.09379392	-0.073894514	0.843179172		
0.09380096	-0.074172264	0.844547657		
0.093808	-0.071950264	0.842084383		
0.09381504	-0.074450014	0.84427396		
0.09382208	-0.075005514	0.842631777		
0.09382912	-0.073339014	0.842631777		
0.09383616	-0.076116514	0.851390086		
0.0938432	-0.073894514	0.84427396		
0.09385024	-0.073339014	0.843726566		
0.09385728	-0.072783514	0.841536989		
0.09386432	-0.073894514	0.844000263		
0.09387136	-0.073894514	0.843179172		
0.0938784	-0.073894514	0.844547657		
0.09388544	-0.071394764	0.843179172		
0.09389248	-0.074172264	0.844000263		
0.09389952	-0.072783514	0.843179172		
0.09390656	-0.071950264	0.842631777		
0.0939136	-0.074727764	0.84235808		
0.09392064	-0.073616764	0.845642446		
0.09392768	-0.072228014	0.843179172		
0.09393472	-0.074450014	0.845095052		
0.09394176	-0.073339014	0.843452869		
0.0939488	-0.073616764	0.843179172		
0.09395584	-0.075561014	0.842631777		
0.09396288	-0.073894514	0.843726566		
0.09396992	-0.068339514	0.837157835		
0.09397696	-0.072783514	0.842905474		
0.093984	-0.074450014	0.844000263		
0.09399104	-0.073616764	0.845095052		
0.09399808	-0.074450014	0.84427396		
0.09400512	-0.073616764	0.842631777		
0.09401216	-0.072783514	0.843726566		
0.0940192	-0.072505764	0.842905474		
0.09402624	-0.073061264	0.842905474		
0.09403328	-0.071950264	0.842084383		
0.09404032	-0.074727764	0.842905474		
0.09404736	-0.072505764	0.844547657		
0.0940544	-0.073616764	0.841810686		
0.09406144	-0.072505764	0.843179172		
0.09406848	-0.075838764	0.84427396		
0.09407552	-0.074172264	0.843179172		
0.09408256	-0.072228014	0.844000263		
0.0940896	-0.073061264	0.843452869		
0.09409664	-0.071950264	0.842905474		
0.09410368	-0.074450014	0.842905474		
0.09411072	-0.075561014	0.843179172		
0.09411776	-0.072228014	0.843179172		
0.0941248	-0.073061264	0.843726566		
0.09413184	-0.072783514	0.8404422		
0.09413888	-0.074450014	0.84427396		
0.09414592	-0.074450014	0.844821354		
0.09415296	-0.074450014	0.84235808		
0.09416	-0.075283264	0.842631777		
0.09416704	-0.073616764	0.842631777		
0.09417408	-0.074172264	0.84618984		
0.09418112	-0.073894514	0.844000263		
0.09418816	-0.073061264	0.842905474		
0.0941952	-0.073894514	0.842084383		
0.09420224	-0.074450014	0.843452869		
0.09420928	-0.075838764	0.843452869		
0.09421632	-0.073339014	0.843452869		
0.09422336	-0.074172264	0.843726566		
0.0942304	-0.072505764	0.844821354		
0.09423744	-0.073339014	0.844547657		
0.09424448	-0.076394264	0.845916143		
0.09425152	-0.073339014	0.844547657		
0.09425856	-0.075561014	0.844000263		
0.0942656	-0.075561014	0.842905474		
0.09427264	-0.073061264	0.843452869		
0.09427968	-0.075561014	0.843726566		
0.09428672	-0.073894514	0.842084383		
0.09429376	-0.074450014	0.845095052		
0.0943008	-0.074172264	0.845095052		
0.09430784	-0.074727764	0.84235808		
0.09431488	-0.075838764	0.843452869		
0.09432192	-0.072783514	0.844000263		
0.09432896	-0.075005514	0.843452869		
0.094336	-0.074727764	0.843726566		
0.09434304	-0.075005514	0.840989595		
0.09435008	-0.074450014	0.842631777		
0.09435712	-0.074727764	0.842631777		
0.09436416	-0.074727764	0.842631777		
0.0943712	-0.072228014	0.843179172		
0.09437824	-0.072505764	0.841536989		
0.09438528	-0.075005514	0.843452869		
0.09439232	-0.075005514	0.842905474		
0.09439936	-0.074172264	0.844000263		
0.0944064	-0.077783014	0.848653114		
0.09441344	-0.075005514	0.845095052		
0.09442048	-0.075005514	0.844000263		
0.09442752	-0.074450014	0.842905474		
0.09443456	-0.075005514	0.845916143		
0.0944416	-0.074450014	0.840715897		
0.09444864	-0.074727764	0.843726566		
0.09445568	-0.074450014	0.844547657		
0.09446272	-0.076672014	0.845095052		
0.09446976	-0.074450014	0.845368749		
0.0944768	-0.074450014	0.84427396		
0.09448384	-0.073616764	0.840168503		
0.09449088	-0.073894514	0.84427396		
0.09449792	-0.073894514	0.844000263		
0.09450496	-0.074172264	0.844547657		
0.094512	-0.075561014	0.84618984		
0.09451904	-0.073894514	0.844000263		
0.09452608	-0.074172264	0.843179172		
0.09453312	-0.075561014	0.84427396		
0.09454016	-0.075561014	0.844000263		
0.0945472	-0.077505264	0.845368749		
0.09455424	-0.074450014	0.843179172		
0.09456128	-0.074727764	0.844547657		
0.09456832	-0.075561014	0.84427396		
0.09457536	-0.074727764	0.842631777		
0.0945824	-0.075838764	0.844000263		
0.09458944	-0.072783514	0.844547657		
0.09459648	-0.074172264	0.843179172		
0.09460352	-0.076672014	0.842084383		
0.09461056	-0.075283264	0.844000263		
0.0946176	-0.077227514	0.843726566		
0.09462464	-0.074727764	0.843726566		
0.09463168	-0.076672014	0.844821354		
0.09463872	-0.076672014	0.844547657		
0.09464576	-0.076116514	0.843179172		
0.0946528	-0.073616764	0.842905474		
0.09465984	-0.075561014	0.844821354		
0.09466688	-0.075838764	0.842905474		
0.09467392	-0.075561014	0.843179172		
0.09468096	-0.074450014	0.842631777		
0.094688	-0.075838764	0.843452869		
0.09469504	-0.074172264	0.843452869		
0.09470208	-0.075283264	0.844821354		
0.09470912	-0.075838764	0.842631777		
0.09471616	-0.075005514	0.843179172		
0.0947232	-0.073339014	0.843452869		
0.09473024	-0.076116514	0.843179172		
0.09473728	-0.075561014	0.845095052		
0.09474432	-0.076394264	0.844000263		
0.09475136	-0.076949764	0.850568994		
0.0947584	-0.075838764	0.841536989		
0.09476544	-0.074172264	0.843452869		
0.09477248	-0.075283264	0.842905474		
0.09477952	-0.075005514	0.843452869		
0.09478656	-0.074172264	0.842905474		
0.0947936	-0.074727764	0.843726566		
0.09480064	-0.075283264	0.84235808		
0.09480768	-0.073894514	0.844000263		
0.09481472	-0.075561014	0.842905474		
0.09482176	-0.076116514	0.844000263		
0.0948288	-0.073894514	0.844821354		
0.09483584	-0.075283264	0.843452869		
0.09484288	-0.071950264	0.841263292		
0.09484992	-0.074172264	0.842631777		
0.09485696	-0.075283264	0.845368749		
0.094864	-0.075283264	0.84427396		
0.09487104	-0.074172264	0.845642446		
0.09487808	-0.074727764	0.844000263		
0.09488512	-0.076394264	0.843452869		
0.09489216	-0.075838764	0.84235808		
0.0948992	-0.075838764	0.842631777		
0.09490624	-0.073894514	0.841263292		
0.09491328	-0.076672014	0.845095052		
0.09492032	-0.075838764	0.842905474		
0.09492736	-0.074450014	0.84235808		
0.0949344	-0.075005514	0.842631777		
0.09494144	-0.077227514	0.844000263		
0.09494848	-0.074172264	0.844547657		
0.09495552	-0.075005514	0.842084383		
0.09496256	-0.075005514	0.843452869		
0.0949696	-0.075561014	0.843726566		
0.09497664	-0.073894514	0.843726566		
0.09498368	-0.074727764	0.843452869		
0.09499072	-0.075005514	0.844000263		
0.09499776	-0.075005514	0.843726566		
0.0950048	-0.074727764	0.845368749		
0.09501184	-0.075005514	0.843726566		
0.09501888	-0.075283264	0.843179172		
0.09502592	-0.076394264	0.843726566		
0.09503296	-0.073894514	0.842631777		
0.09504	-0.075283264	0.842631777		
0.09504704	-0.076116514	0.844821354		
0.09505408	-0.074450014	0.841536989		
0.09506112	-0.076116514	0.840989595		
0.09506816	-0.074450014	0.842084383		
0.0950752	-0.075561014	0.843179172		
0.09508224	-0.073339014	0.845368749		
0.09508928	-0.075005514	0.84235808		
0.09509632	-0.075005514	0.842084383		
0.09510336	-0.072505764	0.843452869		
0.0951104	-0.077783014	0.842905474		
0.09511744	-0.075838764	0.843179172		
0.09512448	-0.074727764	0.84427396		
0.09513152	-0.074727764	0.843179172		
0.09513856	-0.075283264	0.843179172		
0.0951456	-0.075005514	0.842905474		
0.09515264	-0.073616764	0.844000263		
0.09515968	-0.073616764	0.84235808		
0.09516672	-0.076394264	0.845368749		
0.09517376	-0.075561014	0.846463537		
0.0951808	-0.076116514	0.843452869		
0.09518784	-0.075561014	0.843179172		
0.09519488	-0.076672014	0.843726566		
0.09520192	-0.075838764	0.842905474		
0.09520896	-0.076672014	0.844000263		
0.095216	-0.075005514	0.84427396		
0.09522304	-0.075283264	0.843179172		
0.09523008	-0.076672014	0.844000263		
0.09523712	-0.074450014	0.84427396		
0.09524416	-0.074450014	0.841810686		
0.0952512	-0.075838764	0.842631777		
0.09525824	-0.074727764	0.843726566		
0.09526528	-0.076672014	0.841536989		
0.09527232	-0.075561014	0.84427396		
0.09527936	-0.079727263	0.84618984		
0.0952864	-0.073894514	0.84235808		
0.09529344	-0.077505264	0.84235808		
0.09530048	-0.075561014	0.843452869		
0.09530752	-0.074450014	0.842905474		
0.09531456	-0.074727764	0.842905474		
0.0953216	-0.073616764	0.843179172		
0.09532864	-0.076116514	0.842084383		
0.09533568	-0.074172264	0.84618984		
0.09534272	-0.078060764	0.845095052		
0.09534976	-0.074172264	0.841263292		
0.0953568	-0.074727764	0.844547657		
0.09536384	-0.075283264	0.843726566		
0.09537088	-0.075561014	0.843179172		
0.09537792	-0.075561014	0.841536989		
0.09538496	-0.074727764	0.845642446		
0.095392	-0.076394264	0.845095052		
0.09539904	-0.078060764	0.84427396		
0.09540608	-0.073616764	0.845642446		
0.09541312	-0.075005514	0.844000263		
0.09542016	-0.073894514	0.844821354		
0.0954272	-0.076116514	0.841810686		
0.09543424	-0.076672014	0.842084383		
0.09544128	-0.076394264	0.839621109		
0.09544832	-0.078060764	0.839621109		
0.09545536	-0.074450014	0.839894806		
0.0954624	-0.073339014	0.842631777		
0.09546944	-0.075838764	0.843726566		
0.09547648	-0.075561014	0.843179172		
0.09548352	-0.073339014	0.843179172		
0.09549056	-0.075561014	0.842084383		
0.0954976	-0.074450014	0.84235808		
0.09550464	-0.076672014	0.843726566		
0.09551168	-0.074727764	0.843452869		
0.09551872	-0.075283264	0.843179172		
0.09552576	-0.073894514	0.842631777		
0.0955328	-0.077783014	0.846463537		
0.09553984	-0.076394264	0.842905474		
0.09554688	-0.073894514	0.843179172		
0.09555392	-0.073061264	0.845095052		
0.09556096	-0.074172264	0.842905474		
0.095568	-0.076394264	0.844000263		
0.09557504	-0.075561014	0.842905474		
0.09558208	-0.075005514	0.84427396		
0.09558912	-0.074450014	0.844547657		
0.09559616	-0.074727764	0.844821354		
0.0956032	-0.076672014	0.843179172		
0.09561024	-0.074450014	0.84235808		
0.09561728	-0.074450014	0.841263292		
0.09562432	-0.076116514	0.844821354		
0.09563136	-0.076672014	0.842084383		
0.0956384	-0.076116514	0.843452869		
0.09564544	-0.073061264	0.843179172		
0.09565248	-0.076394264	0.84427396		
0.09565952	-0.075283264	0.84427396		
0.09566656	-0.071672514	0.837431532		
0.0956736	-0.073894514	0.843726566		
0.09568064	-0.076394264	0.841810686		
0.09568768	-0.075838764	0.842905474		
0.09569472	-0.074450014	0.84235808		
0.09570176	-0.074172264	0.843726566		
0.0957088	-0.076672014	0.843179172		
0.09571584	-0.072783514	0.842905474		
0.09572288	-0.073339014	0.843179172		
0.09572992	-0.074450014	0.844821354		
0.09573696	-0.075283264	0.843726566		
0.095744	-0.075283264	0.842905474		
0.09575104	-0.074172264	0.842084383		
0.09575808	-0.076394264	0.843726566		
0.09576512	-0.073894514	0.843179172		
0.09577216	-0.073339014	0.842084383		
0.0957792	-0.075005514	0.842631777		
0.09578624	-0.076672014	0.843179172		
0.09579328	-0.076116514	0.84618984		
0.09580032	-0.075005514	0.845368749		
0.09580736	-0.072783514	0.843726566		
0.0958144	-0.075005514	0.84235808		
0.09582144	-0.074450014	0.842084383		
0.09582848	-0.073894514	0.8404422		
0.09583552	-0.076116514	0.843452869		
0.09584256	-0.074450014	0.843726566		
0.0958496	-0.074450014	0.841810686		
0.09585664	-0.075005514	0.843726566		
0.09586368	-0.073616764	0.843179172		
0.09587072	-0.074450014	0.84235808		
0.09587776	-0.076116514	0.845368749		
0.0958848	-0.075283264	0.844821354		
0.09589184	-0.075561014	0.843452869		
0.09589888	-0.074727764	0.844821354		
0.09590592	-0.075283264	0.844547657		
0.09591296	-0.076394264	0.843452869		
0.09592	-0.076672014	0.842084383		
0.09592704	-0.075561014	0.843726566		
0.09593408	-0.074172264	0.842631777		
0.09594112	-0.075283264	0.845368749		
0.09594816	-0.076116514	0.84235808		
0.0959552	-0.077783014	0.845642446		
0.09596224	-0.076116514	0.845368749		
0.09596928	-0.076394264	0.844000263		
0.09597632	-0.075283264	0.843179172		
0.09598336	-0.075838764	0.841536989		
0.0959904	-0.075838764	0.841810686		
0.09599744	-0.076394264	0.845095052		
0.09600448	-0.075838764	0.842905474		
0.09601152	-0.076116514	0.842905474		
0.09601856	-0.075838764	0.842905474		
0.0960256	-0.075561014	0.843179172		
0.09603264	-0.075283264	0.843179172		
0.09603968	-0.075838764	0.842905474		
0.09604672	-0.076949764	0.844821354		
0.09605376	-0.076672014	0.84235808		
0.0960608	-0.075561014	0.8404422		
0.09606784	-0.076116514	0.843179172		
0.09607488	-0.078338514	0.841810686		
0.09608192	-0.076116514	0.842905474		
0.09608896	-0.077227514	0.844000263		
0.096096	-0.075561014	0.842905474		
0.09610304	-0.077783014	0.841810686		
0.09611008	-0.076116514	0.844821354		
0.09611712	-0.075283264	0.843452869		
0.09612416	-0.075838764	0.843179172		
0.0961312	-0.075561014	0.844000263		
0.09613824	-0.077505264	0.842631777		
0.09614528	-0.076672014	0.844547657		
0.09615232	-0.077505264	0.841263292		
0.09615936	-0.076672014	0.844000263		
0.0961664	-0.076672014	0.841536989		
0.09617344	-0.077227514	0.842905474		
0.09618048	-0.075561014	0.843179172		
0.09618752	-0.075005514	0.84235808		
0.09619456	-0.076949764	0.843452869		
0.0962016	-0.076949764	0.843179172		
0.09620864	-0.076949764	0.84427396		
0.09621568	-0.076672014	0.845095052		
0.09622272	-0.076116514	0.842905474		
0.09622976	-0.076949764	0.844000263		
0.0962368	-0.077505264	0.84235808		
0.09624384	-0.076949764	0.844000263		
0.09625088	-0.078894014	0.843452869		
0.09625792	-0.076394264	0.844547657		
0.09626496	-0.077783014	0.849474206		
0.096272	-0.075838764	0.84427396		
0.09627904	-0.076394264	0.841810686		
0.09628608	-0.078616264	0.842905474		
0.09629312	-0.077505264	0.843452869		
0.09630016	-0.078338514	0.842631777		
0.0963072	-0.077505264	0.844821354		
0.09631424	-0.075283264	0.840715897		
0.09632128	-0.077505264	0.843726566		
0.09632832	-0.076949764	0.839894806		
0.09633536	-0.077783014	0.84235808		
0.0963424	-0.076116514	0.84235808		
0.09634944	-0.075838764	0.84235808		
0.09635648	-0.076949764	0.841536989		
0.09636352	-0.075561014	0.845095052		
0.09637056	-0.074172264	0.845368749		
0.0963776	-0.077227514	0.843179172		
0.09638464	-0.077227514	0.842631777		
0.09639168	-0.077227514	0.843726566		
0.09639872	-0.075283264	0.843452869		
0.09640576	-0.076672014	0.84235808		
0.0964128	-0.077783014	0.843452869		
0.09641984	-0.075561014	0.843726566		
0.09642688	-0.076949764	0.845368749		
0.09643392	-0.076672014	0.843179172		
0.09644096	-0.076672014	0.844000263		
0.096448	-0.078894014	0.846737234		
0.09645504	-0.076672014	0.84427396		
0.09646208	-0.074450014	0.843179172		
0.09646912	-0.075838764	0.845095052		
0.09647616	-0.076672014	0.845368749		
0.0964832	-0.075838764	0.843179172		
0.09649024	-0.076672014	0.843452869		
0.09649728	-0.076394264	0.84235808		
0.09650432	-0.078616264	0.844821354		
0.09651136	-0.076116514	0.84427396		
0.0965184	-0.076672014	0.842905474		
0.09652544	-0.077227514	0.843726566		
0.09653248	-0.074727764	0.844547657		
0.09653952	-0.076672014	0.841263292		
0.09654656	-0.078060764	0.842084383		
0.0965536	-0.076672014	0.84427396		
0.09656064	-0.077505264	0.844000263		
0.09656768	-0.076949764	0.844547657		
0.09657472	-0.075838764	0.843726566		
0.09658176	-0.074450014	0.839073715		
0.0965888	-0.074727764	0.84427396		
0.09659584	-0.073894514	0.841810686		
0.09660288	-0.076949764	0.84427396		
0.09660992	-0.075283264	0.843726566		
0.09661696	-0.076116514	0.843179172		
0.096624	-0.076394264	0.844000263		
0.09663104	-0.076949764	0.844000263		
0.09663808	-0.077783014	0.844000263		
0.09664512	-0.074727764	0.840989595		
0.09665216	-0.076394264	0.84427396		
0.0966592	-0.076949764	0.843179172		
0.09666624	-0.076672014	0.844000263		
0.09667328	-0.077227514	0.841536989		
0.09668032	-0.076116514	0.843726566		
0.09668736	-0.075283264	0.844000263		
0.0966944	-0.076949764	0.840715897		
0.09670144	-0.074172264	0.839894806		
0.09670848	-0.077227514	0.842905474		
0.09671552	-0.075005514	0.841810686		
0.09672256	-0.076672014	0.843452869		
0.0967296	-0.077505264	0.840989595		
0.09673664	-0.076394264	0.843179172		
0.09674368	-0.076116514	0.842905474		
0.09675072	-0.074727764	0.842905474		
0.09675776	-0.076672014	0.84427396		
0.0967648	-0.076394264	0.844547657		
0.09677184	-0.075561014	0.844547657		
0.09677888	-0.075838764	0.843452869		
0.09678592	-0.078338514	0.843179172		
0.09679296	-0.075005514	0.841810686		
0.0968	-0.074450014	0.842631777		
0.09680704	-0.075838764	0.844821354		
0.09681408	-0.075561014	0.842905474		
0.09682112	-0.076672014	0.84235808		
0.09682816	-0.077505264	0.843726566		
0.0968352	-0.076116514	0.842905474		
0.09684224	-0.077227514	0.842905474		
0.09684928	-0.076394264	0.843726566		
0.09685632	-0.076672014	0.84427396		
0.09686336	-0.076394264	0.8404422		
0.0968704	-0.076116514	0.843452869		
0.09687744	-0.076672014	0.842084383		
0.09688448	-0.076116514	0.842084383		
0.09689152	-0.077783014	0.841810686		
0.09689856	-0.075838764	0.840715897		
0.0969056	-0.074172264	0.84235808		
0.09691264	-0.074727764	0.843452869		
0.09691968	-0.076672014	0.843452869		
0.09692672	-0.076394264	0.84427396		
0.09693376	-0.075838764	0.842631777		
0.0969408	-0.076394264	0.844000263		
0.09694784	-0.074450014	0.843452869		
0.09695488	-0.076394264	0.844000263		
0.09696192	-0.076116514	0.843179172		
0.09696896	-0.076949764	0.844000263		
0.096976	-0.077227514	0.848379417		
0.09698304	-0.077783014	0.843179172		
0.09699008	-0.078894014	0.843726566		
0.09699712	-0.076672014	0.84235808		
0.09700416	-0.075005514	0.843452869		
0.0970112	-0.078616264	0.844000263		
0.09701824	-0.076672014	0.842084383		
0.09702528	-0.075838764	0.843452869		
0.09703232	-0.075838764	0.844000263		
0.09703936	-0.077783014	0.842631777		
0.0970464	-0.075283264	0.840715897		
0.09705344	-0.074727764	0.842631777		
0.09706048	-0.077505264	0.843452869		
0.09706752	-0.075838764	0.843179172		
0.09707456	-0.078616264	0.84235808		
0.0970816	-0.076672014	0.84235808		
0.09708864	-0.077783014	0.843452869		
0.09709568	-0.077227514	0.84235808		
0.09710272	-0.075838764	0.844000263		
0.09710976	-0.076672014	0.840989595		
0.0971168	-0.075283264	0.843726566		
0.09712384	-0.076394264	0.842631777		
0.09713088	-0.076672014	0.843726566		
0.09713792	-0.080282763	0.849747903		
0.09714496	-0.077505264	0.844000263		
0.097152	-0.076949764	0.844547657		
0.09715904	-0.075283264	0.844547657		
0.09716608	-0.075283264	0.84235808		
0.09717312	-0.077505264	0.84235808		
0.09718016	-0.075838764	0.843726566		
0.0971872	-0.075005514	0.841536989		
0.09719424	-0.076394264	0.843726566		
0.09720128	-0.077227514	0.844000263		
0.09720832	-0.077783014	0.844547657		
0.09721536	-0.076949764	0.843726566		
0.0972224	-0.077783014	0.843452869		
0.09722944	-0.073616764	0.840989595		
0.09723648	-0.077505264	0.843179172		
0.09724352	-0.076394264	0.842905474		
0.09725056	-0.076949764	0.839621109		
0.0972576	-0.075283264	0.843452869		
0.09726464	-0.077227514	0.843726566		
0.09727168	-0.077505264	0.84427396		
0.09727872	-0.076672014	0.843452869		
0.09728576	-0.078060764	0.84427396		
0.0972928	-0.077505264	0.843452869		
0.09729984	-0.075283264	0.843452869		
0.09730688	-0.075838764	0.843452869		
0.09731392	-0.077227514	0.842084383		
0.09732096	-0.076672014	0.845368749		
0.097328	-0.077227514	0.84235808		
0.09733504	-0.077505264	0.843452869		
0.09734208	-0.074450014	0.844000263		
0.09734912	-0.075561014	0.842631777		
0.09735616	-0.074450014	0.843452869		
0.0973632	-0.074727764	0.839894806		
0.09737024	-0.077227514	0.843452869		
0.09737728	-0.077227514	0.842631777		
0.09738432	-0.076949764	0.842905474		
0.09739136	-0.077227514	0.841810686		
0.0973984	-0.079171764	0.842905474		
0.09740544	-0.076672014	0.840715897		
0.09741248	-0.074450014	0.838800017		
0.09741952	-0.077783014	0.841810686		
0.09742656	-0.077783014	0.841263292		
0.0974336	-0.076949764	0.842631777		
0.09744064	-0.076672014	0.843179172		
0.09744768	-0.075838764	0.843726566		
0.09745472	-0.076949764	0.842631777		
0.09746176	-0.079171764	0.843726566		
0.0974688	-0.077227514	0.842084383		
0.09747584	-0.078338514	0.841263292		
